artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
Paul Gauguin,1886,still life,1132.0,908.0,305292.0,wikiart,Post-Impressionism,The vase of nasturtiums,train_and_test,True,2789.jpg
Paul Gauguin,1883,landscape,1128.0,911.0,292231.0,wikiart,Impressionism,The farm in Grue ,train_and_test,True,22651.jpg
Paul Gauguin,1891,genre painting,1126.0,911.0,245126.0,wikiart,Post-Impressionism,The large tree,train_and_test,True,25656.jpg
Paul Gauguin,1889,still life,1104.0,929.0,218901.0,wikipedia,Post-Impressionism,Still Life with Peaches,train_and_test,True,8358.jpg
Paul Gauguin,1881,self-portrait,1120.0,915.0,218259.0,wikiart,Impressionism,"Interior of the Painter's House, rue Carcel",train_and_test,True,69842.jpg
Martiros Saryan,1929,landscape,1200.0,853.0,464298.0,wikiart,Symbolism,Landscape,train_and_test,False,90356.jpg
Paul Gauguin,1886,cityscape,909.0,1124.0,290499.0,wikiart,Post-Impressionism,Schooner and three masters,train_and_test,True,101883.jpg
Paul Gauguin,1884,landscape,1132.0,902.0,346822.0,wikiart,Impressionism,Street in Rouen,train_and_test,True,33685.jpg
Martiros Saryan,1954,landscape,1240.0,823.0,515617.0,wikiart,Expressionism,View from the Banks of the River Araks,train_and_test,True,11614.jpg
Paul Gauguin,1886,landscape,1130.0,903.0,265308.0,wikiart,Post-Impressionism,Landscape at Pont-Aven,train_and_test,True,3143.jpg
Paul Gauguin,1886,landscape,1131.0,902.0,298699.0,wikiart,Post-Impressionism,Lollichon Field,train_and_test,True,96559.jpg
Paul Gauguin,1888,landscape,1139.0,894.0,301708.0,wikiart,Post-Impressionism,Cove opposite Pont-Aven Harbor,train_and_test,True,19905.jpg
Paul Gauguin,1885,landscape,1130.0,901.0,376895.0,wikiart,Impressionism,Boy by the Water,train_and_test,True,16562.jpg
Paul Gauguin,1893,portrait,901.0,1129.0,209140.0,wikiart,Cloisonnism,Portrait of Louis Roy,train_and_test,True,79204.jpg
Paul Gauguin,1887,genre painting,1131.0,899.0,306356.0,wikiart,Cloisonnism,Tropical Conversation,train_and_test,True,11044.jpg
Paul Gauguin,1888,landscape,1130.0,898.0,314450.0,wikiart,Post-Impressionism,The first flowers,train_and_test,True,96809.jpg
Paul Gauguin,1888,landscape,1130.0,898.0,326571.0,wikiart,Post-Impressionism,"Mas, near Arles",train_and_test,False,85673.jpg
Paul Gauguin,1889,landscape,1124.0,902.0,195296.0,wikiart,Post-Impressionism,Brittany landscape with women carrying sack,train_and_test,False,98974.jpg
Paul Gauguin,1888,portrait,1129.0,898.0,289979.0,wikiart,Post-Impressionism,Portrait of a woman (Marie Lagadu),train_and_test,False,91334.jpg
Martiros Saryan,1958,sketch and study,1198.0,844.0,152509.0,wikiart,Realism,Byurakan study,train_and_test,True,42906.jpg
Paul Gauguin,1888,portrait,920.0,1099.0,236413.0,wikiart,Post-Impressionism,Portrait of Madelaine Bernard,train_and_test,False,86501.jpg
Paul Gauguin,1888,landscape,1131.0,893.0,285700.0,wikiart,Post-Impressionism,"Lane at alchamps, Arles",train_and_test,False,44592.jpg
Paul Gauguin,1888,landscape,895.0,1127.0,268203.0,wikiart,Post-Impressionism,Seascape with cow on the edge of a cliff,train_and_test,True,35113.jpg
Paul Gauguin,1894,landscape,896.0,1124.0,176010.0,wikiart,Cloisonnism,Farm in Brittany,train_and_test,False,100451.jpg
Martiros Saryan,1923,landscape,1000.0,992.0,418127.0,wikiart,Symbolism,Mountains,train_and_test,True,73153.jpg
Martiros Saryan,1934,landscape,1176.0,835.0,590255.0,wikiart,Expressionism,Armenian landscape,train_and_test,True,25572.jpg
Martiros Saryan,1907,genre painting,1200.0,808.0,366471.0,wikiart,Expressionism,Near pomegranate tree,train_and_test,True,33078.jpg
Martiros Saryan,1924,cityscape,962.0,1000.0,315782.0,wikiart,Expressionism,Yerevan,train_and_test,True,92132.jpg
Martiros Saryan,1911,animal painting,1172.0,817.0,353567.0,wikiart,Expressionism,Night Landscape. Egypt.,train_and_test,True,29567.jpg
Martiros Saryan,1905,landscape,957.0,1000.0,315689.0,wikiart,Symbolism,Blossoming mountains,train_and_test,True,83989.jpg
Martiros Saryan,1905,symbolic painting,955.0,1000.0,299661.0,wikiart,Symbolism,Fairy lake,train_and_test,False,9242.jpg
Martiros Saryan,1958,landscape,1163.0,816.0,454783.0,wikiart,Symbolism,Ararat,train_and_test,True,20917.jpg
Martiros Saryan,1925,landscape,943.0,1000.0,325148.0,wikiart,Expressionism,Mount Aragats,train_and_test,False,11577.jpg
Martiros Saryan,1910,genre painting,1000.0,926.0,344655.0,wikiart,Expressionism,Fruit shop,train_and_test,True,60338.jpg
Martiros Saryan,1930,genre painting,1113.0,804.0,261807.0,wikiart,Expressionism,In the time of leisure,train_and_test,True,87451.jpg
Martiros Saryan,1952,landscape,1143.0,779.0,536623.0,wikiart,Post-Impressionism,Ararat valley,train_and_test,True,58559.jpg
Marc Chagall,1912,portrait,805.0,1104.0,71016.0,wikiart,Expressionism,The old Jew,train_and_test,True,40282.jpg
Martiros Saryan,1910,cityscape,1000.0,888.0,322484.0,wikiart,Fauvism,Constantinople,train_and_test,False,55478.jpg
Martiros Saryan,1898,portrait,871.0,1000.0,159971.0,wikiart,Realism,Portrait of Sanduht,train_and_test,True,45924.jpg
Martiros Saryan,1912,animal painting,1000.0,870.0,191444.0,wikiart,Expressionism,Morning in Stavrin,train_and_test,False,74042.jpg
Martiros Saryan,1914,flower painting,868.0,1000.0,247873.0,wikiart,Expressionism,Flowers of Kalaki,train_and_test,True,98704.jpg
Marc Chagall,1913,self-portrait,858.0,1004.0,212677.0,wikiart,Cubism,Self-Portrait with Seven Digits,train_and_test,True,84719.jpg
Martiros Saryan,1933,self-portrait,1050.0,810.0,338043.0,wikiart,Expressionism,Self-portrait with mask,train_and_test,True,70977.jpg
Martiros Saryan,1933,literary painting,764.0,1095.0,409087.0,wikiart,Symbolism,Badikan and Khan Bohu,train_and_test,True,92728.jpg
Martiros Saryan,1908,symbolic painting,1000.0,827.0,257506.0,wikiart,Expressionism,At the well,train_and_test,True,6143.jpg
Martiros Saryan,1934,cityscape,1074.0,762.0,267583.0,wikiart,Expressionism,Street and the ditch in Ashgabat,train_and_test,True,88349.jpg
Martiros Saryan,1939,portrait,798.0,1000.0,205205.0,wikiart,Realism,Portrait of a film director Ruben Simonov,train_and_test,True,74213.jpg
Martiros Saryan,1957,landscape,1000.0,798.0,285346.0,wikiart,Symbolism,Armenia,train_and_test,True,101290.jpg
Martiros Saryan,1961,still life,1000.0,798.0,190732.0,wikiart,Expressionism,October in Yerevan,train_and_test,False,60000.jpg
Martiros Saryan,1969,landscape,1000.0,791.0,159658.0,wikiart,Symbolism,Land,train_and_test,True,94050.jpg
Marc Chagall,1912,portrait,816.0,967.0,828605.0,wikiart,Cubism,Soldiers,train_and_test,True,61385.jpg
Marc Chagall,c.1923,illustration,1024.0,768.0,366525.0,wikiart,Naïve Art (Primitivism),Sobakevich's house ,train_and_test,True,66091.jpg
Marc Chagall,c.1923,illustration,1024.0,768.0,206690.0,wikiart,Naïve Art (Primitivism),Tchitchikov and Sobakevich after dinner,train_and_test,True,38828.jpg
Marc Chagall,c.1923,illustration,1024.0,768.0,189368.0,wikiart,Naïve Art (Primitivism),Tchitchikov at the customs,train_and_test,True,37834.jpg
Marc Chagall,c.1923,illustration,1024.0,768.0,167983.0,wikiart,Naïve Art (Primitivism),"Illustration to Nikolai Gogol's ""Dead Souls"" ",train_and_test,True,56579.jpg
Martiros Saryan,1923,flower painting,1014.0,768.0,285492.0,wikiart,Post-Impressionism,Wistaria,train_and_test,True,6681.jpg
Martiros Saryan,1904,portrait,774.0,1000.0,249822.0,wikiart,Post-Impressionism,Armenian from Nakhichevan,train_and_test,True,72414.jpg
Martiros Saryan,1911,cityscape,1000.0,773.0,182871.0,wikiart,Expressionism,Bedouin with a camel,train_and_test,True,89527.jpg
Martiros Saryan,1917,cityscape,1022.0,755.0,422039.0,wikiart,Expressionism,Old Tbilisi,train_and_test,True,5128.jpg
Martiros Saryan,1945,flower painting,1000.0,771.0,277533.0,wikiart,Realism,"For the Armenians-fighters,  veterans of World War II",train_and_test,True,34871.jpg
Martiros Saryan,1929,genre painting,1000.0,768.0,447089.0,wikiart,Expressionism,The street,train_and_test,True,39079.jpg
Martiros Saryan,1911,flower painting,1024.0,750.0,105457.0,wikiart,Fauvism,Lotus,train_and_test,False,79835.jpg
Martiros Saryan,1909,cityscape,758.0,1005.0,325908.0,wikiart,Expressionism,Street of the eastern town,train_and_test,True,50169.jpg
Martiros Saryan,1923,landscape,1000.0,759.0,371914.0,wikiart,Symbolism,"View of Bjini Fortress, Armenia",train_and_test,True,80485.jpg
Martiros Saryan,1923,landscape,989.0,766.0,426730.0,wikiart,Post-Impressionism,Ararat in clouds,train_and_test,False,24457.jpg
Martiros Saryan,1923,landscape,999.0,756.0,183754.0,wikiart,Symbolism,Ararat,train_and_test,False,82682.jpg
Martiros Saryan,1909,self-portrait,765.0,981.0,427528.0,wikiart,Expressionism,Self-portrait,train_and_test,True,39784.jpg
Martiros Saryan,1952,landscape,994.0,753.0,373558.0,wikiart,Realism,Lalvar,train_and_test,True,78384.jpg
Martiros Saryan,1926,animal painting,1000.0,747.0,219306.0,wikiart,Symbolism,Gazelles,train_and_test,False,77533.jpg
Martiros Saryan,1911,genre painting,735.0,1000.0,181830.0,wikiart,Expressionism,Walking woman,train_and_test,False,15837.jpg
Martiros Saryan,1952,landscape,1050.0,697.0,299638.0,wikiart,Post-Impressionism,Ararat from Dvin,train_and_test,False,71089.jpg
Martiros Saryan,1959,portrait,1000.0,726.0,182466.0,wikiart,Expressionism,Portrait of Ilya Ehrenburg,train_and_test,True,66936.jpg
Martiros Saryan,1913,still life,941.0,768.0,318392.0,wikiart,Expressionism,Still life,train_and_test,True,60571.jpg
Martiros Saryan,1937,landscape,1000.0,722.0,312942.0,wikiart,Expressionism,July,train_and_test,False,47914.jpg
Martiros Saryan,1938,genre painting,950.0,756.0,392644.0,wikiart,Expressionism,Gathering peaches in the collective farm in Armenia,train_and_test,True,53895.jpg
Martiros Saryan,1963,still life,938.0,761.0,377913.0,wikiart,Post-Impressionism,Autumn landscape,train_and_test,True,59906.jpg
Martiros Saryan,1932,landscape,929.0,763.0,329481.0,wikiart,Expressionism,Settlement,train_and_test,True,61917.jpg
Martiros Saryan,1924,landscape,707.0,1000.0,281445.0,wikiart,Fauvism,Mottled landscape,train_and_test,True,83021.jpg
Martiros Saryan,1942,still life,1100.0,642.0,409497.0,wikiart,Realism,Fruits and vegetables,train_and_test,True,4111.jpg
Martiros Saryan,1928,cityscape,1000.0,698.0,319596.0,wikiart,Expressionism,A nook of old Yerevan,train_and_test,True,52803.jpg
Martiros Saryan,1957,landscape,1000.0,698.0,222874.0,wikiart,Symbolism,Ararat from Byurakan,train_and_test,True,87020.jpg
Martiros Saryan,1937,landscape,1000.0,693.0,126045.0,wikiart,Realism,Alaverdi copper-chemical complex,train_and_test,False,1639.jpg
Martiros Saryan,1924,landscape,996.0,694.0,184303.0,wikiart,Post-Impressionism,Eastern landscape,train_and_test,False,11320.jpg
Martiros Saryan,1911,cityscape,1000.0,684.0,248219.0,wikiart,Expressionism,Fellah village,train_and_test,True,6630.jpg
Martiros Saryan,1923,design,1000.0,683.0,203140.0,wikiart,Symbolism,The curtain of the State Drama Theater of Armenia,train_and_test,True,15098.jpg
Martiros Saryan,1946,portrait,683.0,1000.0,136196.0,wikiart,Expressionism,Portrait of poet  Anna Akhmatova,train_and_test,True,57227.jpg
Martiros Saryan,1956,landscape,1000.0,673.0,204343.0,wikiart,Realism,Church Karmravor of VII century,train_and_test,True,11123.jpg
Martiros Saryan,1945,landscape,1000.0,668.0,115870.0,wikiart,Symbolism,Ararat valley,train_and_test,True,8736.jpg
Martiros Saryan,1910,cityscape,595.0,1099.0,336999.0,wikiart,Symbolism,A street. Noon.,train_and_test,True,47134.jpg
Martiros Saryan,1912,cityscape,1000.0,652.0,263933.0,wikiart,Fauvism,Egyptian night,train_and_test,True,76787.jpg
Martiros Saryan,1929,landscape,800.0,798.0,233970.0,wikiart,Realism,Spring day,train_and_test,True,97961.jpg
Martiros Saryan,1928,flower painting,795.0,800.0,214834.0,wikiart,Realism,Flowers,train_and_test,True,60092.jpg
Martiros Saryan,1928,genre painting,800.0,794.0,181151.0,wikiart,Expressionism,Still life and children,train_and_test,True,90860.jpg
Martiros Saryan,1926,landscape,794.0,800.0,124081.0,wikiart,Symbolism,Geghama mountains,train_and_test,True,101293.jpg
Martiros Saryan,1925,still life,794.0,800.0,158173.0,wikiart,Expressionism,Still life,train_and_test,True,13271.jpg
Martiros Saryan,1929,flower painting,794.0,800.0,208306.0,wikiart,Post-Impressionism,Flowers,train_and_test,True,736.jpg
Martiros Saryan,1926,landscape,800.0,791.0,169610.0,wikiart,Symbolism,Caravan,train_and_test,True,30633.jpg
Martiros Saryan,1910,landscape,800.0,790.0,183647.0,wikiart,Expressionism,Wisteria,train_and_test,True,16608.jpg
Martiros Saryan,1910,cityscape,800.0,789.0,142727.0,wikiart,Expressionism,A street. Constantinople.,train_and_test,True,12170.jpg
Martiros Saryan,1925,landscape,800.0,788.0,313472.0,wikiart,Expressionism,Aragats,train_and_test,True,88214.jpg
Martiros Saryan,1924,landscape,788.0,800.0,219413.0,wikiart,Symbolism,Midday Silence,train_and_test,True,20368.jpg
Martiros Saryan,1953,landscape,1000.0,628.0,101445.0,wikiart,Realism,Noon,train_and_test,True,16897.jpg
Martiros Saryan,1946,still life,783.0,800.0,175409.0,wikiart,Post-Impressionism,Bouquet of flowers,train_and_test,True,100319.jpg
Martiros Saryan,1911,sketch and study,800.0,782.0,122334.0,wikiart,Expressionism,Egyptian woman,train_and_test,True,66425.jpg
Martiros Saryan,1912,landscape,782.0,800.0,145133.0,wikiart,Expressionism,Mount Abul and passing camels,train_and_test,True,49596.jpg
Martiros Saryan,1915,portrait,782.0,800.0,148879.0,wikiart,Expressionism,Portrait of Mnatsakan Gyulnazaryan,train_and_test,True,16247.jpg
Martiros Saryan,1940,flower painting,800.0,779.0,151461.0,wikiart,Expressionism,Poppy,train_and_test,True,59716.jpg
Martiros Saryan,1934,illustration,800.0,778.0,209144.0,wikiart,Expressionism,Illustration for book by V. Totovents 'Life on the old Roman road',train_and_test,True,16321.jpg
